abstracts,annotated_labels,Negative Class Confidence Scores,Postive Class Confidence Scores
"There is growing recognition of the important role of metronomic chemotherapy in cancer treatment. On the basis of their unique antiangiogenic effects, we tested the efficacy of nab-paclitaxel, which stimulates thrombospondin-1, and topotecan, which inhibits hypoxia-inducible factor 1-alpha, at metronomic dosing for the treatment of ovarian carcinoma. In vitro and in vivo SKOV3ip1, HeyA8, and HeyA8-MDR (taxane-resistant) orthotopic models were used to examine the effects of metronomic nab-paclitaxel and metronomic topotecan. We examined cell proliferation (Ki-67), apoptosis (cleaved caspase-3), and angiogenesis (microvessel density, MVD) in tumors obtained at necropsy. In vivo therapy experiments demonstrated treatment with metronomic nab-paclitaxel alone and in combination with metronomic topotecan resulted in significant reductions in tumor weight (62% in the SKOV3ip1 model, P < 0.01 and 96% in the HeyA8 model, P < 0.03) compared with vehicle (P < 0.01). In the HeyA8-MDR model, metronomic monotherapy with either cytotoxic agent had modest effects on tumor growth, but combination therapy decreased tumor burden by 61% compared with vehicle (P < 0.03). The greatest reduction in MVD (P < 0.05) and proliferation was seen in combination metronomic therapy groups. Combination metronomic therapy resulted in prolonged overall survival in vivo compared with other groups (P < 0.001). Tube formation was significantly inhibited in RF-24 endothelial cells exposed to media conditioned with metronomic nab-paclitaxel alone and media conditioned with combination metronomic nab-paclitaxel and metronomic topotecan. The combination of metronomic nab-paclitaxel and metronomic topotecan offers a novel, highly effective therapeutic approach for ovarian carcinoma that merits further clinical development.",1,0.5819129347801208,-0.9373597502708435
"BACKGROUND: Delayed or incomplete follow-up after abnormal screening results may compromise the effectiveness of breast cancer screening programs, particularly in medically underserved and minority populations. This study examined the role of socioeconomic status, breast cancer risk factors, health care system barriers, and patient cognitive-attitudinal factors in the timing of diagnostic resolution after abnormal breast cancer screening exams among Black women receiving breast cancer screening at three New York city clinics. METHODS: We identified 184 Black women as having an abnormal mammogram or clinical breast exam requiring immediate follow-up and they were interviewed and their medical records examined. Bivariate and multivariate logistic regression analyses were used to assess the association between patient and health care system factors and diagnostic resolution within 3 months of the abnormal finding. RESULTS: Within 3 months, 39% of women were without diagnostic resolution and 28% within 6 months. Neither socioeconomic status nor system barriers were associated with timely diagnostic resolution. Timely resolution was associated with mammogram severity, patients asking questions (OR, 2.73; 95% CI, 1.25-5.96), or receiving next step information (OR, 2.6; 95% CI, 1.08-6.21) at the initial mammogram. Women with prior breast abnormalities were less likely to complete timely diagnostic resolution (OR, 0.42; 95% CI, 0.20-0.85), as were women with higher levels of cancer anxiety (OR, 0.50; 95% CI, 0.27-0.92). CONCLUSIONS: Interventions that address a woman's prior experience with abnormal findings and improve patient/provider communication may improve timely and appropriate follow-up",1,0.5852754712104797,-0.31846949458122253
"Delivery of screening mammography differs substantially between the United States (US) and Denmark. We evaluated whether there are differences in screening sensitivity and specificity. We included screens from women screened at age 50-69 years during 1996-2008/2009 in the US Breast Cancer Surveillance Consortium (BCSC) (n = 2,872,791), and from two population-based mammography screening programs in Denmark (Copenhagen, n = 148,156 and Funen, n = 275,553). Women were followed-up for 1 year. For initial screens, recall rate was significantly higher in BCSC (17.6%) than in Copenhagen (4.3%) and Funen (3.1%). Sensitivity was fairly similar in BCSC (91.8%) and Copenhagen (90.5%) and Funen (92.5%). At subsequent screens, recall rates were 8.8%, 1.8% and 1.4% in BCSC, Copenhagen and Funen, respectively. The BCSC sensitivity (82.3%) was lower compared with that in Copenhagen (88.9%) and Funen (86.9%), but when stratified by time since last screen, the sensitivity was similar. For both initial and subsequent screenings, the specificity of screening in BCSC (83.2% and 91.6%) was significantly lower than that in Copenhagen (96.6% and 98.8%) and Funen (97.9% and 99.2%). By taking time since last screen into account, it was found that American and Danish women had the same probability of having their asymptomatic cancers detected at screening. However, the majority of women free of asymptomatic cancers experienced more harms in terms of false-positive findings in the US than in Denmark.",1,-0.35028398036956787,0.5176195502281189
"Most smokers who attempt to quit lapse within the first week and are ultimately unsuccessful in their quit attempt. Nicotine withdrawal exacerbates cognitive and attentional problems and may be one factor in smoking relapse. The startle reflex response and prepulse inhibition (PPI) of the response are sensitive to arousal and early attentional dysregulation. The current study examined whether startle response and PPI are related to early smoking lapse, and if this differs in people with and without posttraumatic stress disorder (PTSD). Participants with (N = 34) and without (N = 57) PTSD completed a startle reflex and PPI assessment during (1) ad lib smoking (2) on the first day of abstinence during a quit attempt. Most (88%) participants lapsed within the first week of the quit attempt. PTSD status predicted shorter time to lapse. Larger startle magnitude and greater PPI predicted a longer duration before smoking lapse. When diagnostic groups were examined separately, greater PPI predicted a longer successful quit attempt only in participants with a PTSD diagnosis. The startle reflex response and PPI may provide an objective, neurophysiological evaluation of regulation of arousal and early attentional processes by nicotine, which are important factors in smoking cessation success.",1,0.6425943970680237,-0.7359620332717896
"OBJECTIVE: This study investigates how out-of-pocket payments for mammograms vary according to the characteristics of women and the states where they reside. METHODS: We conducted a cross-sectional analysis for women >or=40 years using data from the 2000 National Health Interview Survey (NHIS) Cancer Control Module linked with state characteristics. Descriptive tabulations and logistic regressions were used to examine characteristics associated with out-of-pocket payment for a woman's most recent mammogram for the subset of approximately 7000 women reporting a mammogram within the past 2 years. RESULTS: In 2000, the majority of women who received a mammogram within the past 2 years paid no out-of-pocket costs: 68% among those aged 40-64 and 85% among those aged >or=66. Among women aged 40-64 with a recent mammogram, characteristics associated with paying out-of-pocket for the last mammogram were white, non-Hispanic race/ethnicity, being uninsured, having non-HMO private coverage, place of residence outside the Northeast, in a non-metropolitan county, and in a state with low HMO penetration. CONCLUSIONS: Public insurance and HMO coverage have been especially effective in eliminating financial barriers to mammography, but women 40-64 years with public coverage still lag behind their privately insured counterparts in using mammography. Out-of-pocket costs remain a barrier to use for uninsured women. Older women, although less likely than younger women to pay out-of-pocket for mammograms, remain less likely to use mammography than younger women",1,0.016404150053858757,0.301667720079422
"PURPOSE: To investigate the association between pre- and postdiagnosis physical activity (as well as change in prediagnosis to postdiagnosis physical activity) and mortality among women with breast cancer. PATIENTS AND METHODS: This was a prospective observational study of 933 women enrolled onto the Health, Eating, Activity, and Lifestyle Study who were diagnosed with local or regional breast cancer between 1995 and 1998 and observed until death or September 2004, whichever came first. The primary outcomes measured were total deaths and breast cancer deaths. The primary exposures were physical activity in the year before and 2 years after diagnosis and the pre- to postdiagnosis change in physical activity. RESULTS: Compared with inactive women, the multivariable hazard ratios (HRs) for total deaths for women expending at least 9 metabolic equivalent hours per week (approximately 2 to 3 h/wk of brisk walking) were 0.69 (95% CI, 0.45 to 1.06; P = .045) for those active in the year before diagnosis and 0.33 (95% CI, 0.15 to 0.73; P = .046) for those active 2 years after diagnosis. Compared with women who were inactive both before and after diagnosis, women who increased physical activity after diagnosis had a 45% lower risk of death (HR = 0.55; 95% CI, 0.22 to 1.38), and women who decreased physical activity after diagnosis had a four-fold greater risk of death (HR = 3.95; 95% CI, 1.45 to 10.50). CONCLUSION: Moderate-intensity physical activity after a diagnosis of breast cancer may improve prognosis",1,-1.3211958408355713,1.3599268198013306
"INTRODUCTION: Addressing maternal smoking and child tobacco smoke exposure is a public health priority. Standard care advice and self-help materials to help parents reduce child tobacco smoke exposure is not sufficient to promote change in underserved populations. We tested the efficacy of a behavioral counseling approach with underserved maternal smokers to reduce infant's and preschooler's tobacco smoke exposure. DESIGN: A two-arm randomized trial: enhanced behavior counseling (experimental) versus enhanced standard care (control). Assessment staff members were blinded. SETTING/PARTICIPANTS: Three hundred randomized maternal smokers were recruited from low-income urban communities. Participants had a child aged <4 years exposed to two or more maternal cigarettes/day at baseline. INTERVENTION: Philadelphia Family Rules for Establishing Smoke-free Homes (FRESH) included 16 weeks of counseling. Using a behavioral shaping approach within an individualized cognitive-behavioral therapy framework, counseling reinforced efforts to adopt increasingly challenging tobacco smoke exposure-protective behaviors with the eventual goal of establishing a smoke-free home. MAIN OUTCOME MEASURES: Primary outcomes were end-of-treatment child cotinine and reported tobacco smoke exposure (maternal cigarettes/day exposed). Secondary outcomes were end-of-treatment 7-day point-prevalence self-reported cigarettes smoked/day and bioverified quit status. RESULTS: Participation in FRESH behavioral counseling was associated with lower child cotinine (beta=-0.18, p=0.03) and reported tobacco smoke exposure (beta=-0.57, p=0.03) at the end of treatment. Mothers in behavioral counseling smoked fewer cigarettes/day (beta=-1.84, p=0.03) and had higher bioverified quit rates compared with controls (13.8% vs 1.9%, chi(2)=10.56, p<0.01). There was no moderating effect of other smokers living at home. CONCLUSIONS: FRESH behavioral counseling reduces child tobacco smoke exposure and promotes smoking quit rates in a highly distressed and vulnerable population. TRIAL REGISTRATION: This study is registered at www.clinicaltrials.gov NCT02117947.",1,1.461654782295227,-1.5294970273971558
"PURPOSE: To examine whether U.S. radiologists' interpretive volume affects their screening mammography performance. MATERIALS AND METHODS: Annual interpretive volume measures (total, screening, diagnostic, and screening focus [ratio of screening to diagnostic mammograms]) were collected for 120 radiologists in the Breast Cancer Surveillance Consortium (BCSC) who interpreted 783 965 screening mammograms from 2002 to 2006. Volume measures in 1 year were examined by using multivariate logistic regression relative to screening sensitivity, false-positive rates, and cancer detection rate the next year. BCSC registries and the Statistical Coordinating Center received institutional review board approval for active or passive consenting processes and a Federal Certificate of Confidentiality and other protections for participating women, physicians, and facilities. All procedures were compliant with the terms of the Health Insurance Portability and Accountability Act. RESULTS: Mean sensitivity was 85.2% (95% confidence interval [CI]: 83.7%, 86.6%) and was significantly lower for radiologists with a greater screening focus (P = .023) but did not significantly differ by total (P = .47), screening (P = .33), or diagnostic (P = .23) volume. The mean false-positive rate was 9.1% (95% CI: 8.1%, 10.1%), with rates significantly higher for radiologists who had the lowest total (P = .008) and screening (P = .015) volumes. Radiologists with low diagnostic volume (P = .004 and P = .008) and a greater screening focus (P = .003 and P = .002) had significantly lower false-positive and cancer detection rates, respectively. Median invasive tumor size and proportion of cancers detected at early stages did not vary by volume. CONCLUSION: Increasing minimum interpretive volume requirements in the United States while adding a minimal requirement for diagnostic interpretation could reduce the number of false-positive work-ups without hindering cancer detection. These results provide detailed associations between mammography volumes and performance for policymakers to consider along with workforce, practice organization, and access issues and radiologist experience when reevaluating requirements",1,0.5732343792915344,-0.45925477147102356
"Aspirin use reduces the risk of colorectal neoplasia, at least in part, through inhibition of prostaglandin-endoperoxide synthase 2 (PTGS2, cyclooxygenase 2)-related pathways. Hydroxyprostaglandin dehydrogenase 15-(nicotinamide adenine dinucleotide) (15-PGDH, HPGD) is down-regulated in colorectal cancers and functions as a metabolic antagonist of PTGS2. We hypothesized that the effect of aspirin may be antagonized by low 15-PGDH expression in the normal colon. In the Nurses' Health Study and the Health Professionals Follow-Up Study, we collected data on aspirin use every 2 years and followed up participants for diagnoses of colorectal cancer. Duplication-method Cox proportional, multivariable-adjusted, cause-specific hazards regression for competing risks data was used to compute hazard ratios (HRs) for incident colorectal cancer according to 15-PGDH mRNA expression level measured in normal mucosa from colorectal cancer resections. Among 127,865 participants, we documented 270 colorectal cancer cases from which we could assess 15-PGDH expression. Compared with nonuse, regular aspirin use was associated with lower risk of colorectal cancer that developed within a background of colonic mucosa with high 15-PGDH expression [multivariable HR, 0.49; 95% confidence interval (CI), 0.34 to 0.71], but not with low 15-PGDH expression (multivariable HR, 0.90; 95% CI, 0.63 to 1.27) (P for heterogeneity = 0.018). Regular aspirin use was associated with lower incidence of colorectal cancers arising in association with high 15-PGDH expression, but not with low 15-PGDH expression in normal colon mucosa. This suggests that 15-PGDH expression level in normal colon mucosa may serve as a biomarker that may predict stronger benefit from aspirin chemoprevention.",1,-1.081608533859253,0.8262764811515808
"Intensity-modulated radiation therapy (IMRT), an innovative treatment option for prostate cancer, has rapidly diffused over the past decade. To inform our understanding of racial disparities in prostate cancer treatment and outcomes, this study compared diffusion of IMRT in African American (AA) and Caucasian American (CA) prostate cancer patients during the early years of IMRT diffusion using the Surveillance, Epidemiology and End Results (SEER)-Medicare linked database. A retrospective cohort of 947 AA and 10,028 CA patients diagnosed with localized prostate cancer from 2002 through 2006, who were treated with either IMRT or non-IMRT as primary treatment within 1 year of diagnoses was constructed. Logistic regression was used to examine potential differences in diffusion of IMRT in AA and CA patients, while adjusting for socioeconomic and clinical covariates. A significantly smaller proportion of AA compared with CA patients received IMRT for localized prostate cancer (45% vs. 53%, p < .0001). Racial differences were apparent in multivariable analysis though did not achieve statistical significance, as time and factors associated with race (socioeconomic, geographic, and tumor related factors) explained the preponderance of variance in use of IMRT. Further research examining improved access to innovative cancer treatment and technologies is essential to reducing racial disparities in cancer care.",1,0.7153908014297485,-0.5660228133201599
"OBJECTIVE: Early age at menopause is associated with increased risk of cardiovascular disease, stroke, osteoporosis, and all-cause mortality. Cigarette smoke exposure in adulthood is an established risk factor for earlier age at natural menopause and may be related to age at the menopausal transition. Using data from two US birth cohorts, we examined the association between smoke exposure at various stages of the life course (prenatal exposure, childhood exposure to parental smoking, and adult smoke exposure) and menopause status in 1,001 women aged 39 to 49 years at follow-up. METHODS: We used logistic regression analysis (adjusting for age at follow-up) to estimate odds ratios (ORs) and 95% confidence intervals (CI) relating smoke exposure to natural menopause and the menopausal transition. RESULTS: The magnitudes of the associations for natural menopause were similar but not statistically significant after adjustment for confounders among (i) women with prenatal smoke exposure who did not smoke on adult follow-up (OR, 2.7; 95% CI, 0.8-9.4) and (ii) current adult smokers who were not exposed prenatally (OR, 2.8; 95% CI, 0.9-9.0). Women who had been exposed to prenatal smoke and were current smokers had three times the risk of experiencing earlier natural menopause (adjusted OR, 3.4; 95% CI, 1.1-10.3) compared with women without smoke exposure in either period. Only current smoking of long duration (>26 y) was associated with the timing of the menopausal transition. CONCLUSIONS: Our data suggest that exposure to smoke both prenatally and around the time of menopause accelerates ovarian aging.",1,-0.95112544298172,0.9477208256721497
"Pancreatic cancer is one of the most deadly types of cancer for both genders. Classified as a human carcinogen, cadmium has been related to diverse cancers. However, the association between cadmium exposure and the risk of pancreatic cancer is still unclear. We quantitatively reviewed the observational studies on the association of cadmium exposure with pancreatic cancer risk among individuals without occupational exposure history published through July 2014 in PubMed by using a fixed-effect model. Four prospective cohort studies (112,934 participants with 335 events) and two case-control studies (177 cases and 539 controls) were identified. The summarized relative risk (RR) with a 95 % confidence interval (CI) was 2.05 (95 % CI = 1.58-2.66), comparing the highest to the lowest category of cadmium exposure. This positive association persisted in men (RR = 1.78, 95 % CI = 1.04-3.05) but not in women (RR = 1.02, 95 % CI = 0.63-1.65). Further research is needed to provide more solid evidence on the association of cadmium exposure with pancreatic cancer risk and to elucidate the underlying biological mechanism of the potential gender difference.",1,0.2196696549654007,-0.022222883999347687
